"code","group","desc"
"21599","C0041175","CHEM","Tromethamine"
"21600","C0169568","CHEM","1,1'-(4,4,7,7-tetramethyl-4,7-diazaundecamethylene)bis-4-(3-methyl-2,3-dihydro(benzo-1,3-thiazole)-2-methylidene)quinolinium"
"21601","C1561668","DISO","History of fall"
"21602","C0035436","DISO","Rheumatic Fever"
"21603","C0260968","PROC","Screening for unspecified condition"
"21604","Other lab:800053129","Other lab","beta globulin"
"21605","C0016053","DISO","Fibromyalgia"
"21606","C0104298","CHEM","ASAL"
"21607","C0263398","DISO","Erythema elevatum diutinum"
"21608","C0340279","DISO","Ventricular hypertrophy"
"21609","C0543441","DISO","Voice changes due to male physical maturation"
"21610","C0242002","DISO","Mucous diarrhoea"
"21611","Other lab:1200122176","Other lab","urine creatinine (for spec integrity)"
"21612","C0071109","CHEM","piperazine-N,N'-bis(2-ethanesulfonic acid)"
"21613","C0340855","DISO","Syncope, Micturition"
"21614","C1838421","DISO","No kidney disease"
"21615","C0060133","PROC","FEC protocol"
"21616","C1828220","PROC","Application of brace (procedure)"
"21617","RXNORM:644496","RXNORM","lactic acid/urea"
"21618","C0584842","DISO","Finding of ability to hear"
"21619","C0042666","CHEM","Vimentin"
"21620","C0332477","DISO","Erythematous plaque"
"21621","C0772415","CHEM","Rivastigmine tartrate"
"21622","C1704537","PROC","Osteopathic Combined Method"
"21623","C1852701","CHEM","ACYLATION-STIMULATING PROTEIN"
"21624","C0474013","DISO","Anesthetics adverse reaction"
"21625","C0278007","DISO","Normal bowel habits"
"21626","C0423580","DISO","Sensitive to touch"
"21627","Other lab:1400065228","Other lab","ur bilirubin"
"21628","Other lab:1000108617","Other lab","ig%"
"21629","C0522568","DISO","Moderate inflammation"
"21630","C0034535","DISO","Radiation Syndrome"
"21631","Other lab:1000001470","Other lab","stomatocytes"
"21632","C0200634","PROC","Neutrophil band count"
"21633","C0679393","DISO","chemical dermatitis"
"21634","C0409931","DISO","Osteoarthritis of ankle"
"21635","C0717411","CHEM","Amlodipine / benazepril"
"21636","C0150074","DISO","Self-esteem disturbance"
"21637","C0221370","DISO","Retraction of nipple"
"21638","C0578050","DISO","Pain of lymph node"
"21639","C1720485","DISO","Corneal epithelial dots"
"21640","C0566520","DISO","Does huff"
"21641","C1293108","PROC","Lithotomy - procedure"
"21642","C1446430","CHEM","Cow antigen"
"21643","C0169911","CHEM","messenger protein"
"21644","C0270994","DISO","Steroid-induced myopathy"
"21645","C0438977","DISO","Homonymous quadrant anopia"
"21646","Other lab:1200076126","Other lab","calcium oxalate crystals"
"21647","Other lab:1400028233","Other lab","potassium (bu<6/12/01)"
"21648","C0242188","DISO","Spider Bites"
"21649","C0163170","CHEM","hypotensin (snake)"
"21650","Other lab:1200022270","Other lab","pco2"
"21651","C0263237","DISO","Vesicular eruption"
"21652","C0149637","DISO","Lip Carcinoma"
"21653","C0168374","CHEM","Marathon composite resin"
"21654","C0556328","ACTI","Pattern of drinking alcohol"
"21655","Other lab:1000014166","Other lab","testosterone"
"21656","C0197839","PROC","Repair of retina for retinal detachment"
"21657","C0281902","DISO","maladjustment"
"21658","C0748318","DISO","Progressive renal failure"
"21659","C0853172","PROC","Blood phosphorus"
"21660","C0947912","DISO","Myasthenias"
"21661","C0017394","DISO","Encounter for Genetic screening NEC in ICD9CM"
"21662","C0020058","DISO","Howell-Jolly Bodies"
"21663","C0160957","DISO","Contusion of toe"
"21664","C0700031","DISO","Anxiety attack"
"21665","C0450613","CHEM","BL-19 (epsilon-biotinamidocaproyl-beta-Ala-beta-Ala-lisinopril)"
"21666","Other lab:800011637","Other lab","urobilinogen"
"21667","C0589109","PROC","Postoperative monitoring"
"21668","C1315011","PROC","Challenge tests"
"21669","C0384228","CHEM","Tenofovir"
"21670","C0699673","CHEM","Cleocin"
"21671","C0699075","CHEM","Chlor-Trimeton"
"21672","C0185458","PROC","Lysis of adhesions of tendon"
"21673","C0235546","DISO","Slow shallow breathing"
"21674","C0337228","DISO","Fall from bed"
"21675","C0036420","DISO","Localized scleroderma"
"21676","C0747241","DISO","Erythematous papule"
"21677","C1318442","PHEN","Reticulocyte count result"
"21678","Other lab:1000097183","Other lab","site withdrawn (rt)"
"21679","C0038363","DISO","Aphthous Stomatitis"
"21680","C1170619","CHEM","Sterile Diluent"
"21681","C0280017","PROC","medroxyprogesterone/mitomycin/vinblastine"
"21682","C0521233","PROC","Repair of thoracic aortic aneurysm"
"21683","C0074445","CHEM","shellac"
"21684","C0859903","DISO","Burst fracture"
"21685","C0042929","DISO","Polyp of vocal cord"
"21686","C0836911","DISO","Communicable disease contact"
"21687","C0233728","DISO","Lisping"
"21688","C2698261","PROC","Morphine Measurement"
"21689","C2707292","DISO","Health conditions"
"21690","C0277900","DISO","Normal pulse rate"
"21691","C0457587","PHEN","Middle ear pressure"
"21692","C0035460","DISO","Rhinitis, Vasomotor"
"21693","C2064712","PROC","intravenous infusion of normal saline"
"21694","C0066776","CHEM","monophosphoryl lipid A"
"21695","C0149978","DISO","Adenocarcinoma of rectum"
"21696","C0233630","PHYS","Logical thinking"
"21697","C0678946","PHEN","blending"
"21698","C0013386","DISO","Dyskinesia, Drug-Induced"
"21699","C0015459","DISO","Facial Injuries"
"21700","C0684322","DISO","Emotional state observations"
"21701","C0061073","CHEM","gamma-hydroxy-gamma-ethyl-gamma-phenylbutyramide"
"21702","C0770601","CHEM","HYDROPHILIC CREAM,TOP"
"21703","C1876203","DISO","Frontonasal dysplasia"
"21704","C0040582","DISO","Tracheal Neoplasms"
"21705","C0003904","PROC","Arthroscopy"
"21706","C0231394","DISO","Decisional conflict"
"21707","C0398433","PROC","Biopsy of cervical lymph node"
"21708","Other lab:1200028268","Other lab","reticulocytes"
"21709","C0877438","DISO","Non-ischemic cardiomyopathy"
"21710","C0522365","DISO","Severe vertigo"
"21711","C0600086","DISO","Toxic goiter"
"21712","Other lab:1200015540","Other lab","nucleated rbc/100wbc"
"21713","C0238462","DISO","Medullary carcinoma of thyroid"
"21714","C0042344","DISO","Varicose Ulcer"
"21715","C0016026","CHEM","Fibroblast Growth Factor"
"21716","C1112586","PROC","Prostate volume study"
"21717","C2347441","CHEM","Pad Dosage Form"
"21718","C0454051","PROC","Music exercise"
"21719","C0577018","DISO","Mass of stomach"
"21720","C0271384","DISO","Spontaneous Ocular Nystagmus"
"21721","C0238972","DISO","CHEEK MASS"
"21722","C1167709","DISO","Epidermal necrosis"
"21723","C0457179","DISO","Desmoplastic infantile astrocytoma"
"21724","C0227791","DISO","Vaginal Discharge"
"21725","C0608663","CHEM","P-2"
"21726","C0233421","PHYS","Selective inattention"
"21727","C0343052","DISO","Guttate psoriasis"
"21728","Other lab:1000099603","Other lab","urine blood"
"21729","C0871879","PROC","rehabilitation counseling"
"21730","C0037744","PHYS","Space Perception"
"21731","C0241126","DISO","Moist skin"
"21732","C0334438","DISO","Superficial spreading malignant melanoma of skin"
"21733","C0027136","PROC","Myringoplasty"
"21734","C0189024","PROC","Endoscopy of nose"
"21735","C0454578","DISO","Receptive aphasia (finding)"
"21736","Other lab:1200091486","Other lab","urine microscopic"
"21737","C0586287","DISO","Amputated little toe (finding)"
"21738","C1170135","CHEM","Cathflo Activase"
"21739","Other lab:1000088563","Other lab","uds confirmation"
"21740","C0018789","DISO","Heart Aneurysm"
"21741","C0332716","DISO","Fracture, incomplete"
"21742","C1883225","PROC","Support Group Therapy"
"21743","C0591768","CHEM","Mellaril"
"21744","C0563227","PHEN","Red light"
"21745","C0686940","PROC","Soft tissue mobilization"
"21746","C0155804","DISO","Acute maxillary sinusitis"
"21747","C0541828","DISO","Left sided chest pain"
"21748","C0445054","PROC","Multiplanar reconstruction"
"21749","C0557904","PHYS","Emotional Adjustment"
"21750","C0841913","PROC","Partial lung resection"
"21751","C1168248","DISO","Inappropriate speech"
"21752","C0235974","DISO","Pancreatic carcinoma"
"21753","Other lab:1000037118","Other lab","urine blood"
"21754","C0346989","DISO","Secondary malignant neoplasm of peritoneum"
"21755","C0559555","DISO","Family history of alcoholism"
"21756","C0524832","PROC","Thoracic Surgical Procedures"
"21757","C1256254","CHEM","Iris douglasiana, flower essence"
"21758","C0423234","DISO","Punctate keratopathy"
"21759","C0158194","DISO","Pain in joint, other specified sites"
"21760","C0051802","CHEM","AN-69"
"21761","C0136123","CHEM","Perindopril"
"21762","C0039419","CHEM","Technetium Tc 99m Sulfur Colloid"
"21763","C0026251","CHEM","Mitoguazone"
"21764","C0744862","PROC","hepatitis serology"
"21765","C0237795","CHEM","Pressors"
"21766","C0195314","PROC","Cervical biopsy (procedure)"
"21767","RXNORM:215965","RXNORM","cetaphil cleanser"
"21768","C0720181","CHEM","Elta"
"21769","C0860920","DISO","Cholesterol low"
"21770","C0699817","CHEM","Interferon Alfa-n1"
"21771","C0751001","DISO","Aneurysm, Basilar Artery"
"21772","C1865350","DISO","Pyramidal symptoms"
"21773","C0520702","DISO","Zar"
"21774","C0677620","CHEM","Boston Pharmaceuticals"
"21775","C0264394","DISO","Paraseptal emphysema"
"21776","Other lab:1400060952","Other lab","anticoagulants (dc'd 02/22/2017)"
"21777","C0359767","CHEM","bactroban ointment"
"21778","C0878486","DISO","Arteriolosclerosis"
"21779","PheCode:253.11","PheCode","acromegaly and gigantism"
"21780","C0459686","DISO","Looks ill"
"21781","C0556339","DISO","Daily drinker"
"21782","C0724452","CHEM","Zantac 300"
"21783","C0026236","CHEM","Mitobronitol"
"21784","C0436480","DISO","CAT scan normal"
"21785","C2243023","DISO","Constructional apraxia"
"21786","C0232359","DISO","Increased capillary filling time"
"21787","C0234438","PHEN","Whiteout"
"21788","Other lab:1200021525","Other lab","occult blood (single)"
"21789","C1280474","DISO","Transfer factor - respiratory measure"
"21790","C0556327","DISO","Frequency of drinking"
"21791","Other lab:1200030793","Other lab","uric acid"
"21792","C0020449","DISO","Hyperdistention"
"21793","C0281913","DISO","Swelling of skeletal muscle"
"21794","C0751772","DISO","REM Sleep Behavior Disorder"
"21795","C0189254","PROC","Injection of vocal cords"
"21796","C0011579","DISO","Reactive depression"
"21797","C0393907","DISO","Axonal sensorimotor neuropathy"
"21798","C0518239","DISO","Ventilation status"
"21799","Other lab:1000052076","Other lab","retic ratio"
"21800","C0340285","DISO","Triple vessel disease of the heart"
"21801","C0556666","PROC","Lumbar traction"
"21802","C0038615","CHEM","Succinate Dehydrogenase"
"21803","C1135276","PROC","dependence on supplemental oxygen (treatment)"
"21804","C0029089","DISO","Ophthalmoplegia"
"21805","C0743043","PROC","DEMENTIA WORKUP"
"21806","C0204275","PROC","Recement crown"
"21807","C1168330","DISO","Non-ischemic dilated cardiomyopathy"
"21808","C1719723","DISO","Other acute pain"
"21809","C1456587","PROC","Bariatric Surgery"
"21810","C0845588","PROC","Hemiarthroplasty of shoulder"
"21811","C0201406","PROC","VDRL test"
"21812","RXNORM:689881","RXNORM","coal tar/salicylic acid"
"21813","C0877393","DISO","Esophageal tear"
"21814","C2699019","PROC","Red Blood Cell Cast Measurement"
"21815","C0699405","CHEM","Hespan"
"21816","C0555179","PROC","Urine ketone test"
"21817","C0072393","CHEM","Protein S"
"21818","C0557899","DISO","Height increased"
"21819","C0749249","DISO","Wide complex tachycardia"
"21820","C0747647","DISO","pleural nodule"
"21821","C0582459","DISO","At risk from fire"
"21822","C0720683","CHEM","GLYBURIDE, MICRONIZED"
"21823","C0061197","CHEM","Genie"
"21824","C0333167","DISO","Intermittent obstruction"
"21825","Other lab:1000029578","Other lab","calcium (fv)*inact(10-1-03)"
"21826","C0007370","DISO","Catalepsy"
"21827","C0042071","CHEM","Urokinase"
"21828","C0189524","PROC","Partial pleurectomy"
"21829","C2364319","DISO","Comfortable"
"21830","Other lab:1200027403","Other lab","atypical lymphocytes %"
"21831","C0270287","DISO","Axis I diagnosis"
"21832","C0458125","PROC","Endoscopic carpal tunnel release"
"21833","C0750887","DISO","Adrenal Cancer"
"21834","C0025269","DISO","Multiple Endocrine Neoplasia Type 2b"
"21835","C0199641","PROC","Demand pacing"
"21836","C0019334","PROC","Repair of ventral hernia"
"21837","C0187827","PROC","Osteotomy of fibula"
"21838","C0360159","CHEM","Timolol eye drops"
"21839","C0561858","PROC","Oral sedation"
"21840","C0594405","CHEM","Zomig"
"21841","Other lab:800025587","Other lab","normocytic"
"21842","C0035021","DISO","Relapsing Fever"
"21843","C0154947","DISO","Anatomical narrow angle glaucoma"
"21844","C0003420","CHEM","Antipyrine"
"21845","C0238348","DISO","Squamous cell carcinoma of penis"
"21846","Other lab:800073077","Other lab","pre albumin"
"21847","C0392008","DISO","Complication of anesthesia"
"21848","C0939454","CHEM","Protonix IV"
"21849","C0035012","DISO","Reiter Syndrome"
"21850","C0919475","CHEM","RET Protein"
"21851","C0066268","CHEM","methyl methanethiosulfonate"
"21852","Other lab:1200019011","Other lab","poikilocytosis"
"21853","C1854564","CHEM","MUSCLE-ENRICHED CYTOSOLIC PROTEIN"
"21854","RXNORM:1039572","RXNORM","dressing,spand-gel"
"21855","C0003462","DISO","Anus Diseases"
"21856","C0016479","DISO","Food Poisoning"
"21857","C1837338","DISO","Frequent infections"
"21858","Other lab:1000005919","Other lab","hdl cholesterol (dade)"
"21859","C0684283","PHEN","Thermodynamic energy conservation"
"21860","Other lab:1200006371","Other lab","pco2 at pt. temp"
"21861","C0424655","DISO","Weight trend"
"21862","C0338557","DISO","Injury of cauda equina"
"21863","C0401151","DISO","Chronic diarrhea"
"21864","C0732649","CHEM","Xenical"
"21865","C0262506","PHEN","Hepatitis B core antibody positive"
"21866","C0429089","PROC","Electrocardiogram Q waves test"
"21867","Other lab:1000096470","Other lab","fe saturation"
"21868","C0559897","PROC","Diet followed"
"21869","C0600298","DISO","Periodontosis"
"21870","C1301816","DISO","Scheduled case end time"
"21871","C2025363","DISO","cataract fragments"
"21872","C0442714","PROC","Modified Bruce protocol"
"21873","C1602861","CHEM","Polymycin"
"21874","C1317608","DISO","Perineural spread"
"21875","C0020640","DISO","Inherited Factor II deficiency"
"21876","Other lab:1400004456","Other lab","occult blood guaiac-hs#2"
"21877","C0030275","PROC","Pancreas Transplantation"
"21878","C0239836","DISO","Paresthesia of hand"
"21879","C0039955","CHEM","Thiothixene"
"21880","Other lab:1200104227","Other lab","alpha 1 globulin"
"21881","C0872279","PROC","Resistance Training"
"21882","C0743149","DISO","diabetic teaching"
"21883","Other lab:800059743","Other lab","uti screen:"
"21884","C0730286","DISO","Ischemic maculopathy"
"21885","C0558087","DISO","Financially abusive behavior"
"21886","C0152090","DISO","Spinal enthesopathy"
"21887","C0581276","PROC","Needle biopsy of liver"
"21888","C0812428","PROC","Nasogastric tube procedures"
"21889","C0424849","DISO","Breast lump symptom"
"21890","C0263352","DISO","Papular urticaria"
"21891","C0521390","CHEM","neuronal"
"21892","Other lab:1200006142","Other lab","basos %"
"21893","C0749253","DISO","tape allergy"
"21894","C2720503","CHEM","casein allergenic extract"
"21895","RXNORM:10169","RXNORM","sulfacetamide"
"21896","Other lab:1000018508","Other lab","band neutrophils"
"21897","C0155300","DISO","Pseudopapilledema"
"21898","Other lab:1200062261","Other lab","platelet estimate"
"21899","C0948162","DISO","Edema of bone marrow"
"21900","C0565967","PROC","Special care of mouth"
"21901","C0041364","DISO","Tumor Lysis Syndrome"
"21902","C1579838","DISO","Sore mouth"
"21903","C0597206","CHEM","phenolate"
"21904","C0577885","DISO","Nasal problem"
"21905","C0265210","DISO","Weaver syndrome"
"21906","Other lab:800016758","Other lab","urine glucose"
"21907","C0008971","PROC","Clinical Protocols"
"21908","C0004155","DISO","Atherosclerosis of other specified arteries"
"21909","C0155387","DISO","Other ill-defined disorders of eye"
"21910","C0723012","CHEM","Remicade"
"21911","C0717448","CHEM","Aspirin / Oxycodone"
"21912","C0160501","DISO","Open wound of nasal septum"
"21913","C0265246","DISO","Townes syndrome"
"21914","C0107189","CHEM","Kytril"
"21915","C0474781","PROC","Color doppler ultrasound"
"21916","C1293493","PROC","Lip closure (procedure)"
"21917","RXNORM:845979","RXNORM","dressing,hydrofera"
"21918","C1439337","CHEM","Tyrosine-Protein Kinase ABL1, human"
"21919","Other lab:1000090998","Other lab","dose date*ne"
"21920","C0740389","DISO","Swollen elbows"
"21921","Other lab:1200118044","Other lab","methanol urn (of pnl)"
"21922","Other lab:1400052682","Other lab","uric acid (cx)"
"21923","C0021036","CHEM","Immunoglobulin kappa-Chains"
"21924","C2103992","DISO","eccentric hypertrophy of left ventricle"
"21925","Other lab:1400068159","Other lab","baso"
"21926","Other lab:800247106","Other lab","ig #"
"21927","C0427149","DISO","Gait, Drop Foot"
"21928","C0020256","DISO","Congenital Hydrocephalus"
"21929","Other lab:800030668","Other lab","hc03"
"21930","C0700992","CHEM","Asendin"
"21931","C0048733","CHEM","4-trifluoromethylsalicylic acid"
"21932","C0032541","DISO","Polyneuritis"
"21933","C0595989","DISO","Carcinoma of larynx"
"21934","C0746408","DISO","mass lesion"
"21935","C0221023","DISO","Cyclic neutropenia"
"21936","Other lab:1200016783","Other lab","prostatic specific antigen(va)"
"21937","C0236040","DISO","Pain in calf"
"21938","C0338078","DISO","Non-Functioning Pituitary Gland Neoplasm"
"21939","C0102923","CHEM","ametantrone"
"21940","C0027888","DISO","Hereditary Motor and Sensory Neuropathies"
"21941","C0262445","DISO","DENTURE IRRITATION"
"21942","Other lab:1400038181","Other lab","monocytes,auto (al<7/1/00)"
"21943","C0185190","PROC","Medial fasciotomy"
"21944","C0231919","DISO","Nasal mucosa dry"
"21945","C0199804","PROC","Vaccination against tuberculosis"
"21946","C1880279","CHEM","Dental Base"
"21947","C0038238","DISO","Steatorrhea"
"21948","C0024337","CHEM","Lysine"
"21949","C0023465","DISO","Acute monocytic leukemia"
"21950","C0851103","PROC","ige test"
"21951","Other lab:1200004167","Other lab","glucose (ua)"
"21952","Other lab:800019972","Other lab","uric acid,blood"
"21953","Other lab:1200058087","Other lab","baso, absolute"
"21954","C0240812","DISO","Prostatic pain"
"21955","C0204600","PROC","Drug detoxification therapy procedures"
"21956","C0590705","CHEM","Minitran"
"21957","C0577717","DISO","Ulcer of toe"
"21958","C1368999","DISO","Late effect of medical intervention"
"21959","C0747791","PROC","prednisone treatment"
"21960","C0053114","CHEM","Benoxinate"
"21961","C0023470","DISO","Myeloid Leukemia"
"21962","C0941108","DISO","food in the stomach"
"21963","Other lab:1200104592","Other lab","atypical lymphs"
"21964","C0527379","CHEM","candesartan cilexetil"
"21965","C0697125","CHEM","Inonotus obliquus preparation"
"21966","C0239981","DISO","Hypoalbuminemia"
"21967","C0525027","PROC","Capsulorhexis"
"21968","RXNORM:690073","RXNORM","benzalkonium/calcium chloride/hydrochloric acid/magnesium chlori"
"21969","C0019919","DISO","Hordeolum externum"
"21970","Other lab:1000001510","Other lab","hydromorphone, urine"
"21971","C0858722","DISO","Facial twitching"
"21972","C0077066","CHEM","Trichrome stain"
"21973","C0271198","DISO","Scotoma, Arcuate"
"21974","C0152439","DISO","Retinoschisis"
"21975","C0154117","DISO","Neoplasm of uncertain behaviour of adrenal gland"
"21976","C0409752","DISO","Traumatic arthropathy of multiple sites"
"21977","C0913469","CHEM","pegvisomant"
"21978","C0749303","PROC","testosterone injection"
"21979","C0025287","DISO","Meningism"
"21980","C0564567","DISO","Impulsive character (finding)"
"21981","C0239549","DISO","Fat intolerance"
"21982","C0978272","CHEM","LUBRICATING JELLY,TOP,BACTERIOSTATIC"
"21983","C0203224","PROC","Arthrography of shoulder"
"21984","Other lab:1200085804","Other lab","testosterone, total"
"21985","RXNORM:4501","RXNORM","flurazepam"
"21986","C0556299","DISO","Light drinker"
"21987","C0278080","DISO","Physical addiction"
"21988","C0160814","DISO","Late effect of radiation"
"21989","C0583006","PROC","Peribulbar infiltration of local anesthetic"
"21990","C0216231","CHEM","sargramostim"
"21992","C0350411","CHEM","Oxygen gas"
"21993","C0030290","DISO","Pancreatic Fistula"
"21994","C0589136","DISO","Immediate verbal memory"
"21995","C0851173","PROC","Addiction Potential Scale"
"21996","C0041974","DISO","Urethral Stenosis"
"21997","C2584305","PHYS","Copying (learning)"
"21998","C0149744","DISO","Oral lesion"
"21999","C1328368","PROC","Fecal disimpaction"
"22000","C0400823","DISO","Neutropenic colitis"
"22001","C0543507","DISO","starvation acidosis"
"22002","C0575519","DISO","Long upper limb"
"22003","RXNORM:31555","RXNORM","nebivolol"
"22004","C0406685","DISO","Diabetic hand syndrome"
"22005","C0263111","DISO","Abscess of perineum"
"22006","Other lab:1000113091","Other lab","methb.."
"22007","C0429203","DISO","Nasal air flow"
"22008","C0030200","DISO","Pain, Intractable"
"22009","C1318003","DISO","Uta leishmaniasis"
"22010","LOINC:16201-6","LOINC","oxazepam [mass/volume] in urine by confirmatory method"
"22011","C0430970","PROC","Urinary frequency volume chart"
"22012","C0064518","CHEM","L 86"
"22013","C0520687","DISO","Bilis"
"22014","C1441759","PROC","Thin film method"
"22015","C0034821","CHEM","Low Density Lipoprotein Receptor"
"22016","Other lab:1000085414","Other lab","plt (estm)"
"22017","C3219902","CHEM","fluticasone / salmeterol Inhalant Product"
"22018","C0015326","PHEN","Expiratory Reserve Volume"
"22019","C0342257","DISO","Complications of Diabetes Mellitus"
"22020","C0193472","PROC","Cholecystectomy with exploration of common duct with cholangiography (procedure)"
"22021","C0076925","CHEM","transcription factor USF"
"22022","C0577035","DISO","Normal rectum"
"22023","C0678212","DISO","Herniation of nucleus pulposus"
"22024","C0577060","DISO","Liver problem"
"22025","Other lab:1400595683","Other lab","immature granulocyte %"
"22026","Other lab:800228481","Other lab","poc leukocyte esterase"
"22027","Other lab:1400031695","Other lab","triiodothyronine"
"22028","Other lab:800059179","Other lab","occult blood #1"
"22029","C1456408","CHEM","liraglutide"
"22030","C0428309","PHEN","Blood magnesium level observed"
"22031","C0542165","DISO","Pseudoparkinsonism"
"22032","C0267112","DISO","Acute gastric mucosal erosion"
"22033","C0858112","PROC","Serum creatine"
"22034","Other lab:1400021789","Other lab","urobilinogen"
"22035","C0271186","DISO","Diplopia, Refractive"
"22036","Other lab:1200009204","Other lab","urine urobilinogen"
"22037","C1145759","CHEM","Atazanavir"
"22038","Other lab:1400010948","Other lab","vldl"
"22039","C0878696","DISO","bronchiectasis with acute exacerbation"
"22040","C0232255","DISO","Innocent Murmurs"
"22041","C0158231","DISO","Unspecified disorder of joint of shoulder region"
"22042","C0729474","CHEM","Tobacco and nicotine"
"22043","C0259770","DISO","Epithelial inclusion cyst"
"22044","C0278260","PROC","scopy"
"22045","C0723757","CHEM","Tinactin"
"22046","Other lab:1000054327","Other lab","testosterone, total"
"22047","C0010868","CHEM","Cytotoxin"
"22048","C0010582","CHEM","Cyclopentolate"
"22049","C0679668","PROC","behavior contracts"
"22050","Other lab:1200090405","Other lab","microcytosis"
"22051","Other lab:1200069255","Other lab","occult blood card #3"
"22052","C0263492","DISO","Pili incarnati (disorder)"
"22053","RXNORM:10869","RXNORM","tropicamide"
"22054","PheCode:394.3","PheCode","aortic valve disease"
"22055","RXNORM:1595283","RXNORM","ferric iron"
"22056","C0027348","CHEM","Nalbuphine"
"22057","C0020453","DISO","Hyperesthesia"
"22058","C0424641","DISO","Decrease in height"
"22059","Other lab:1200028156","Other lab","urobilinogen(dc,nov 2008)"
"22060","C0206736","DISO","Nevus, Blue"
"22061","C0702157","DISO","Thalassemia trait"
"22062","RXNORM:691277","RXNORM","metronidazole/sodium chloride"
"22063","C0221777","DISO","Nontoxic goiter"
"22064","C0701492","CHEM","PENTA natural heparin pentassacharide"
"22065","Other lab:800087249","Other lab","uric acid"
"22066","Other lab:1200034511","Other lab","retic absolute count"
"22067","Other lab:800068671","Other lab","testosterone"
"22068","C0008522","DISO","Choroid Hemorrhage"
"22069","C0033373","CHEM","Prolactin Release-Inhibiting Hormone"
"22070","C0266807","DISO","Acute gastrointestinal hemorrhage"
"22071","C0424470","DISO","Undressed"
"22072","C2048804","DISO","incontinent of urine on urethra exam"
"22073","Other lab:1200028163","Other lab","protein,total"
"22074","C0376335","PROC","fMRI"
"22075","C0582456","DISO","At risk of injury"
"22076","C0677491","DISO","Encounter due to Kidney transplanted"
"22077","C1171177","PROC","Adult care"
"22078","Other lab:1200039749","Other lab","urine blood"
"22079","Other lab:1000050068","Other lab","baso"
"22080","C0558083","PHYS","Enthusiastic"
"22081","C0560831","DISO","Does sit down"
"22082","C0812387","DISO","Feels cold"
"22083","C0015058","CHEM","Ethyl Chloride"
"22084","C0022661","DISO","Kidney Failure, Chronic"
"22085","C0747303","DISO","PATIENT IDENTITY"
"22086","C1144709","CHEM","Natriuretic Peptides"
"22087","C0204512","PROC","Psychiatric Rehabilitation"
"22088","C0231402","DISO","Moderate anxiety"
"22089","C0068790","CHEM","nitinol"
"22090","C0740034","CHEM","Nylon dental material"
"22091","C1135241","DISO","Weeks pregnant"
"22092","C1961100","DISO","Erectile Dysfunction, CTCAE"
"22093","C0455957","DISO","Skin mark"
"22094","C1170277","CHEM","Flax Seed Oil"
"22095","C2135583","DISO","has elevated toilet seat at home (history)"
"22096","C0239067","DISO","Difficulty walking up stairs"
"22097","C0265309","DISO","Leri-Weill dyschondrosteosis"
"22098","Other lab:1400026180","Other lab","hepatitis c antibody"
"22099","C0008519","DISO","Ectopic Tissue"
"22100","C0221561","DISO","Nature of Complaint"
"22101","C0268023","DISO","Chronic hyperkalemia"
"22102","C0443764","CHEM","Liver enzyme"
"22103","Other lab:1000039701","Other lab","polychromasia"
"22104","Other lab:1400069118","Other lab","barbiturates"
"22105","C0542463","DISO","lithium use"
"22106","C1303150","PROC","Disease management program (regime/therapy)"
"22107","C1522002","CHEM","RNA Recognition Motif"
"22108","C0333282","DISO","Occult hemorrhage"
"22109","C1135765","CHEM","P-113"
"22110","C2169607","DISO","recent surgery"
"22111","Other lab:1200090066","Other lab","occbld#1(pre 4.2.07"
"22112","Other lab:1200016859","Other lab","segs manual"
"22113","C0146783","CHEM","trim resin"
"22114","C0150045","DISO","Urge Incontinence"
"22115","C0232861","DISO","Discharge from penis"
"22116","C0340464","DISO","Premature Cardiac Complex"
"22117","C0520526","PROC","cisplatin/cyclophosphamide/doxorubicin/etoposide chemotherapy protocol"
"22118","C0560516","DISO","Able to catch"
"22119","C0743303","DISO","DUODENAL BULB ULCER"
"22120","C0848451","DISO","Capsulitis of shoulder"
"22121","C2116674","DISO","clean incision"
"22122","Other lab:1400049195","Other lab","occult blood #2"
"22123","C0871597","ACTI","Wandering Behavior"
"22124","C1268858","CHEM","Magnesium supplement"
"22125","Other lab:1200001551","Other lab","testosterone"
"22126","C0026457","CHEM","Monoamine Oxidase Inhibitors"
"22127","C0029401","DISO","Osteitis Deformans"
"22128","C0277585","DISO","Intolerance to drug"
"22129","C0741307","DISO","AUTONOMIC DYSFUNCTION"
"22130","C1260222","CHEM","Saccharum lactis, Homeopathic preparation"
"22131","C1260873","DISO","Aortic valve disorder"
"22132","C1589399","CHEM","Beta-2"
"22133","C0155870","DISO","Pneumonia and influenza"
"22134","C0723213","CHEM","Santyl"
"22135","C0748279","DISO","renal cyst benign"
"22136","C0770740","CHEM","Insect Extract"
"22137","C0853173","PROC","Blood potassium"
"22138","RXNORM:692210","RXNORM","tape,medipore h soft cloth"
"22139","C0308355","CHEM","ASCEND (veterinary product)"
"22140","C0427108","DISO","General unsteadiness"
"22141","C0459816","DISO","Gangrene of toe"
"22142","C0740279","DISO","Atrophy of cerebellum"
"22143","C1998417","DISO","History of atrial flutter"
"22144","C0784202","CHEM","GARLIC OIL CAP"
"22145","Other lab:800244320","Other lab","urine protein"
"22146","Other lab:1200075132","Other lab","occult blood #1"
"22147","C0420004","PROC","Tuberculosis screening"
"22148","C0282347","ACTI","Anal Sex"
"22149","C0339264","DISO","Aphakic corneal edema"
"22150","C0695640","PROC","acromioclavicular"
